,title,studio,domestic_gross,foreign_gross,year,genre_ids,id,popularity,release_date,vote_average,vote_count
10333,Aatsinki: The Story of Arctic Cowboys,,,,,[99],174345,0.6,2013-04-20,7.0,2
10334,Brave Miss World,,,,,[99],173796,0.6,2013-12-13,7.0,4
10335,Ari Shaffir: Passive Aggressive,,,,,[],166218,0.6,2013-02-05,7.0,1
10336,"Marcel, King of Tervuren",,,,,[16],159828,0.6,2013-01-16,7.0,4
10337,The Good Son,,,,,[],153786,0.6,2013-08-09,7.0,1
10338,Sharqiya,,,,,[80],146603,0.6,2013-05-01,7.0,1
10339,Justice Is Mind,,,,,[],143144,0.6,2013-08-18,7.0,3
10340,My Father And The Man In Black,,,,,"[99, 10402]",115214,0.6,2013-09-06,7.0,1
10341,The Art of Nature: Jellies,,,,,[],39320,0.6,2006-10-19,7.0,1
10342,The Maladjusted,,,,,"[18, 35]",288215,0.6,2013-07-11,6.9,4
10343,Cleaver Family Reunion,,,,,[35],200504,0.6,2013-03-29,6.9,4
10344,iPsycho II,,,,,"[53, 18]",282785,0.6,2013-07-09,6.8,3
10345,Masks: Sentient,,,,,"[53, 27, 18]",282616,0.6,2013-10-05,6.8,3
10346,Prison Terminal: The Last Days of Private Jack Hall,,,,,[],249726,0.6,2013-01-01,6.8,6
10347,I Am Britney Jean,,,,,[99],245230,0.6,2013-12-22,6.8,3
10348,Christopher Titus: Voice in my Head,,,,,[35],188291,0.6,2013-04-01,6.8,3
10349,Kohlhaas or the Proportionality of Means,,,,,[18],159682,0.6,2013-01-19,6.8,3
10350,The Identity Theft of Mitch Mustain,,,,,[99],381505,0.6,2013-05-18,6.8,5
10351,Anjelah Johnson: The Homecoming Show,,,,,[35],249233,0.6,2013-09-17,6.8,5
10352,"Public Sex, Private Lives",,,,,[99],282732,0.6,2013-06-08,6.8,4
10353,Tales from the Organ Trade,,,,,[99],188044,0.6,2013-09-20,6.8,4
10354,euphonia,,,,,[],175426,0.6,2013-03-07,6.8,4
10355,Betty and Coretta,,,,,[18],165640,0.6,2013-02-02,6.8,4
10356,Supervention,,,,,[99],229693,0.6,2013-10-25,6.7,5
10357,Across Grace Alley,,,,,"[10402, 18]",445925,0.6,2013-09-05,6.7,3
10358,Controller,,,,,[878],303363,0.6,2013-08-01,6.7,3
10359,Beyond Bollywood,,,,,"[99, 18]",301396,0.6,2013-11-01,6.7,3
10360,Silver Bells,,,,,[10751],249050,0.6,2013-10-29,6.7,3
10361,State of Mind: The Psychology of Control,,,,,[99],208381,0.6,2013-07-16,6.7,6
10362,Failure,,,,,[35],203124,0.6,2013-06-16,6.7,3
10363,Charlie Zone,,,,,[53],172100,0.6,2013-03-01,6.7,3
10364,Genius on Hold,,,,,[99],171755,0.6,2013-03-01,6.7,3
10365,Anita,,,,,[99],159137,0.6,2013-03-25,6.7,6
10366,Hating Breitbart,,,,,[99],140824,0.6,2012-10-19,6.7,3
10367,Ain't in It for My Health: A Film About Levon Helm,,,,,[99],100292,0.6,2013-04-19,6.6,7
10368,For All Mankind: The Life and Career of Mick Foley,,,,,[99],186447,0.6,2013-04-16,6.6,4
10369,99%: The Occupy Wall Street Collaborative Film,,,,,"[80, 99]",158993,0.6,2013-09-06,6.6,4
10370,White Elephant,Strand,8900.0,4400000,2013.0,[18],110393,0.6,2013-03-29,6.6,51
10371,SampleThis,,,,,[99],217129,0.6,2013-09-12,6.5,13
10372,Lumiere's First Picture Shows,,,,,"[36, 99]",417000,0.6,2013-09-02,6.5,2
10373,The Cast of a Christmas Story: Where Are They Now?,,,,,[99],372681,0.6,2013-11-26,6.5,1
10374,Buddy Guy - Front and Center 2013,,,,,[10402],358307,0.6,2013-10-19,6.5,1
10375,Revolution,,,,,"[9648, 18]",353958,0.6,2013-04-13,6.5,2
10376,Path of Blood,,,,,"[12, 16, 28]",328204,0.6,2013-01-01,6.5,2
10377,Alfred Hitchcock: Master of Suspense,,,,,[99],323704,0.6,2013-09-17,6.5,2
10378,Full Circle,,,,,[],318375,0.6,2013-04-08,6.5,3
10379,Camp Beaverton: Meet the Beavers,,,,,[],256206,0.6,2013-06-23,6.5,2
10380,Facing Fear,,,,,[99],249719,0.6,2013-07-13,6.5,2
10381,RPG OKC,,,,,[35],245442,0.6,2013-03-28,6.5,4
10382,Chris D'Elia: White Male. Black Comic,,,,,[35],240241,0.6,2013-12-06,6.5,6
10383,Pure and Simple Volume 1,,,,,[10402],239644,0.6,2013-02-05,6.5,1
10384,Cryptic Plasm,,,,,"[27, 14, 878]",235692,0.6,2013-11-07,6.5,2
10385,Timothy Bradley vs Juan Manuel Marquez,,,,,[],227684,0.6,2013-10-12,6.5,2
10386,Holy God Holy Mighty Holy Immortal Have Mercy Upon Us,,,,,[],222994,0.6,2013-09-21,6.5,2
10387,Monsters Wanted,,,,,[99],220639,0.6,2013-07-27,6.5,2
10388,Wolverine: Origin,,,,,[16],219225,0.6,2013-07-09,6.5,2
10389,The Giant Spider,,,,,[878],213466,0.6,2013-05-22,6.5,1
10390,When Comedy Went to School,,,,,"[99, 35, 18]",209556,0.6,2013-06-06,6.5,1
10391,Great White Shark,,,,,[99],202651,0.6,2013-05-24,6.5,2
10392,Out of Print,,,,,[],195444,0.6,2013-04-25,6.5,2
10393,The Moo Man,,,,,[],159029,0.6,2013-01-21,6.5,2
10394,Nuclear Nation,,,,,[99],116960,0.6,2013-12-11,6.5,2
10395,Shootout at Wadala,Eros,370000.0,,2013.0,[28],188640,0.6,2013-05-03,6.5,14
10396,Sirius,,,,,[99],186254,0.6,2013-04-23,6.5,11
10397,Chasing Beauty,,,,,[99],224992,0.6,2013-04-02,6.4,5
10398,Milwood,,,,,"[18, 27, 9648, 53]",403214,0.6,2013-10-19,6.3,6
10399,Juniper Crescent,,,,,[],382756,0.6,2013-01-14,6.3,3
10400,Worlds Apart,CLS,60300.0,,2017.0,[878],357414,0.6,2013-04-05,6.3,3
10401,Love & Teleportation,,,,,"[10749, 878]",276305,0.6,2013-02-14,6.3,3
10402,Feeding Mr. Baldwin,,,,,"[35, 80, 53]",272670,0.6,2013-04-04,6.3,3
10403,Redwood Highway,,,,,[18],262357,0.6,2013-04-05,6.3,6
10404,American Courtesans,,,,,[99],248379,0.6,2013-07-12,6.3,3
10405,Speciesism: The Movie,,,,,[99],234555,0.6,2013-09-18,6.3,3
10406,The Meteor,,,,,[18],158938,0.6,2013-01-16,6.3,3
10407,Pokémon: Eevee & Friends,,,,,[16],377909,0.6,2013-12-06,6.3,2
10408,That's Sexploitation!,,,,,[99],264068,0.6,2013-06-25,6.3,4
10409,Fading West,,,,,"[10402, 99]",248065,0.6,2013-12-09,6.3,4
10410,Postman Pat's Pet Sematary,,,,,"[27, 16]",243125,0.6,2013-09-02,6.3,4
10411,American Made Movie,,,,,"[99, 36]",187978,0.6,2013-08-30,6.3,2
10412,Mindless Behavior: All Around the World,,,,,[99],176180,0.6,2013-03-15,6.3,2
10413,The Video Craze,,,,,[99],173319,0.6,2013-07-24,6.3,4
10414,The Internship,Fox,44700000.0,48800000,2013.0,[35],116741,0.6,2013-06-07,6.2,2631
10415,Garth Brooks: Live from Las Vegas,,,,,"[10402, 10770]",250422,0.6,2013-11-30,6.2,3
10416,"Camille Claudel, 1915",,,,,[18],110428,0.6,2013-10-16,6.1,35
10417,Cyanide,,,,,[18],208305,0.6,2013-04-18,6.1,7
10418,Buttman Focused 6,,,,,[],588588,0.6,2013-10-23,6.0,1
10419,Homosexual,,,,,"[99, 35]",571509,0.6,2013-02-27,6.0,1
10420,Oklahoma's Deadliest Tornadoes,,,,,[99],533491,0.6,2013-05-29,6.0,2
10421,The Demon: A Film About Andy Kaufman,,,,,[99],522046,0.6,2013-05-16,6.0,1
10422,2 Days: Mikey Garcia,,,,,[],495021,0.6,2013-11-09,6.0,1
10423,I Die Alone,,,,,[10752],494458,0.6,2013-03-18,6.0,1
10424,Frontline: A Death in St. Augustine,,,,,[99],471164,0.6,2013-11-26,6.0,1
10425,Mr. Right,FCW,34700.0,,2016.0,"[35, 80, 18]",466154,0.6,2013-07-12,6.0,1
10426,Relic Hunt,,,,,"[28, 12]",445694,0.6,2013-03-14,6.0,1
10427,Catching Hell in the City of Angels,,,,,[99],441654,0.6,2013-01-01,6.0,1
10428,Without Charity,,,,,"[80, 99]",429525,0.6,2013-08-01,6.0,2
10429,"Post Mortem, America 2021",,,,,[],416219,0.6,2013-11-01,6.0,1
10430,Drunker Than a Skunk,,,,,[16],414432,0.6,2013-04-05,6.0,1
10431,Little Bi Peep,,,,,"[35, 10749, 18]",403339,0.6,2013-08-13,6.0,1
10432,Timmy Muldoon and the Search for the Shadoweyes Bandit,,,,,"[12, 35]",388164,0.6,2013-01-01,6.0,2
10433,The Places Where We Lived,,,,,[16],383298,0.6,2013-02-13,6.0,2
10434,Pelican Radio,,,,,[],373936,0.6,2013-01-01,6.0,1
10435,Tom And Jerry Chaos Concerto,,,,,[],372299,0.6,2013-01-01,6.0,1
10436,For Your Consideration,,,,,[],371179,0.6,2013-01-28,6.0,1
10437,The Final Straw,,,,,"[35, 16, 28]",366253,0.6,2013-08-10,6.0,2
10438,Writers' Block,,,,,"[16, 35]",363568,0.6,2013-01-01,6.0,1
10439,Glow,,,,,[878],362565,0.6,2013-01-01,6.0,2
10440,Occupy: The Movie,,,,,[99],356767,0.6,2013-01-25,6.0,2
10441,Wrecked,IFC,8000.0,,2011.0,"[9648, 878]",349107,0.6,2013-04-19,6.0,1
10442,Welcome to Willits: After Sundown,,,,,"[878, 27]",342681,0.6,2013-11-11,6.0,1
10443,Los Asaltantes,,,,,[],338563,0.6,2013-01-01,6.0,1
10444,Arthur & Johnnie,,,,,[99],328912,0.6,2013-08-28,6.0,1
10445,Holy Grail: The T206 Honus Wagner,,,,,[99],328905,0.6,2013-02-27,6.0,1
10446,Dog Dick,,,,,[27],327021,0.6,2013-01-01,6.0,1
10447,Drudge,,,,,[27],325806,0.6,2013-10-01,6.0,2
10448,Boneshaker,,,,,[],323837,0.6,2013-01-19,6.0,2
10449,Unknown Project,,,,,[],322433,0.6,2013-10-24,6.0,3
10450,Itsy Bitsy Spiders,,,,,"[14, 27]",322339,0.6,2013-09-01,6.0,1
10451,Acceptance,,,,,[],320710,0.6,2013-01-01,6.0,1
10452,The Throwaways,,,,,[],319991,0.6,2013-01-01,6.0,1
10453,Toeing the Line,,,,,[],319016,0.6,2013-06-07,6.0,1
10454,Beasts Of The Bible,,,,,[],317890,0.6,2013-04-01,6.0,1
10455,Bleeding Hearts,,,,,[27],310933,0.6,2013-06-01,6.0,2
10456,Killing the Messenger: The Deadly Cost of News,,,,,[99],308156,0.6,2013-09-01,6.0,1
10457,Dragons 3D,,,,,[],299346,0.6,2013-06-28,6.0,1
10458,The Watchers: Revelation,,,,,[],294887,0.6,2013-03-01,6.0,1
10459,Home Front,,,,,[],291735,0.6,2013-07-02,6.0,1
10460,Pieces of Easter,,,,,[],287863,0.6,2013-03-01,6.0,1
10461,Black Sugar,,,,,"[27, 878]",284248,0.6,2013-10-13,6.0,1
10462,Tumbleweed Tango,,,,,[],283816,0.6,2013-05-23,6.0,3
10463,Color,,,,,[14],283114,0.6,2013-08-16,6.0,2
10464,Lee Harvey Oswald: 48 Hours to Live,,,,,[],274067,0.6,2013-01-01,6.0,1
10465,Leather,,,,,"[10749, 35]",272072,0.6,2013-07-21,6.0,2
10466,Doctor Who: The Companions,,,,,[],271497,0.6,2013-03-01,6.0,1
10467,Memoria,,,,,[16],270726,0.6,2013-09-27,6.0,2
10468,Play Time,,,,,[27],260795,0.6,2013-12-20,6.0,1
10469,Listen,,,,,"[18, 10749, 878]",256736,0.6,2013-08-29,6.0,1
10470,Dry Spell,,,,,"[35, 10749]",255266,0.6,2013-02-14,6.0,1
10471,From 1994,,,,,"[10751, 12]",248309,0.6,2013-12-02,6.0,1
10472,Star Trek: Secrets of the Universe,,,,,[99],244214,0.6,2013-05-16,6.0,3
10473,Cinema Six,,,,,[35],243120,0.6,2013-11-19,6.0,1
10474,Rise of the Fellowship,,,,,"[12, 35, 14]",240700,0.6,2013-12-02,6.0,7
10475,The Doors: R-Evolution,,,,,[10402],239974,0.6,2013-11-24,6.0,1
10476,Pure and Simple Volume 2,,,,,[10402],239512,0.6,2013-02-05,6.0,1
10477,How Sherlock Changed the World,,,,,[],237718,0.6,2013-10-18,6.0,1
10478,Haunting Melissa,,,,,[],237293,0.6,2013-05-16,6.0,1
10479,Soft in the Head,,,,,"[18, 35]",230880,0.6,2013-04-10,6.0,1
10480,A Habit of Breaking-Up,,,,,"[35, 10749]",230181,0.6,2013-10-10,6.0,5
10481,Inside the Box,,,,,"[80, 18, 10751, 53]",229928,0.6,2013-09-30,6.0,1
10482,The Whistle,,,,,[99],229556,0.6,2013-01-20,6.0,1
10483,American Girls,,,,,[],227476,0.6,2013-10-11,6.0,1
10484,Conjoined,,,,,"[27, 35]",224324,0.6,2013-09-27,6.0,2
10485,State of Play,,,,,[99],220262,0.6,2013-09-09,6.0,3
10486,Flower,,,,,[],220051,0.6,2013-03-21,6.0,2
10487,InSpectres,,,,,"[27, 35]",219816,0.6,2013-09-06,6.0,1
10488,Hannah Has a Ho-Phase,,,,,"[10749, 35]",219170,0.6,2013-06-07,6.0,1
10489,Notbad,,,,,[99],218013,0.6,2013-06-13,6.0,1
10490,The World’s End: The Legacy of 'Day of the Dead',,,,,[99],215890,0.6,2013-09-17,6.0,1
10491,Ladder to Damascus,,,,,[],215524,0.6,2013-09-07,6.0,1
10492,Sex.Violence.FamilyValues.,,,,,[],213392,0.6,2013-06-25,6.0,1
10493,Sommore: Chandelier Status,,,,,[35],209995,0.6,2013-05-28,6.0,1
10494,Igloo,,,,,[18],209153,0.6,2013-07-20,6.0,1
10495,En Passant,,,,,[],205740,0.6,2013-03-20,6.0,1
10496,The Island of Saint Matthews,,,,,[99],201549,0.6,2013-06-16,6.0,1
10497,Four Dogs,,,,,"[35, 18]",201449,0.6,2013-06-16,6.0,1
10498,Evergreen: The Road to Legalization in Washington,,,,,[99],200155,0.6,2013-06-06,6.0,1
10499,Decoding Die Hard,,,,,[],199328,0.6,2013-01-29,6.0,2
10500,Apostles of Comedy: Onwards and Upwards,,,,,[],198179,0.6,2013-06-14,6.0,1
10501,Shadowed,,,,,"[9648, 53]",197821,0.6,2013-05-16,6.0,1
10502,The Memory of Fountain,,,,,[],197108,0.6,2013-05-18,6.0,1
10503,Utopia,,,,,"[10402, 27]",196425,0.6,2013-05-24,6.0,1
10504,30 Days in May,,,,,[99],188500,0.6,2013-04-02,6.0,1
10505,King of the Travellers,,,,,[],182986,0.6,2013-03-31,6.0,1
10506,Farah Goes Bang,,,,,[],174348,0.6,2013-04-19,6.0,2
10507,The Scar,,,,,[18],171771,0.6,2013-03-03,6.0,1
10508,White T,,,,,[35],171761,0.6,2013-05-20,6.0,1
10509,Fatal Assistance,,,,,[99],169707,0.6,2013-05-06,6.0,1
10510,Almost in Love,,,,,[],168200,0.6,2013-02-15,6.0,1
10511,Scatter My Ashes at Bergdorf's,,,,,[99],168051,0.6,2013-05-03,6.0,9
10512,Solace,LGP,,22400000,2016.0,[],167513,0.6,2013-03-01,6.0,1
10513,Kristen Schaal: Live at the Fillmore,,,,,[35],161939,0.6,2013-03-31,6.0,1
10514,Seraph,,,,,[],159837,0.6,2013-01-16,6.0,2
10515,The Roper,,,,,[99],159675,0.6,2013-01-16,6.0,2
10516,Shopping,,,,,[],158102,0.6,2013-01-18,6.0,1
10517,Uprising,,,,,[99],157678,0.6,2012-12-02,6.0,1
10518,32 Hours 7 Minutes,,,,,[99],156894,0.6,2013-02-11,6.0,4
10519,Rising from Ashes,,,,,[],139572,0.6,2013-08-02,6.0,2
10520,Sugar,,,,,[18],126306,0.6,2013-04-06,6.0,3
10521,I Am I,,,,,[18],80327,0.6,2013-04-27,6.0,1
10522,Cinco de Mayo: La Batalla,,,,,"[10752, 36, 18]",184374,0.6,2013-05-03,5.9,16
10523,Egypt 3D,,,,,[99],190685,0.6,2013-05-07,5.9,7
10524,Speechless,,,,,[18],250400,0.6,2013-01-01,5.9,4
10525,Greetings from Tim Buckley,,,,,[18],128073,0.6,2013-05-03,5.9,15
10526,Breakup at a Wedding,,,,,[35],201772,0.6,2013-06-18,5.8,6
10527,Lala-oopsies A Sew Magical Tale,,,,,[16],187139,0.6,2013-03-01,5.8,3
10528,How to Follow Strangers,,,,,"[18, 10749]",238593,0.6,2013-10-28,5.8,8
10529,Dave Foley: Relatively Well,,,,,[35],212410,0.6,2013-09-24,5.8,5
10530,The Source Family,,,,,"[10402, 99]",98064,0.6,2013-05-01,5.8,9
10531,The Web,,,,,"[35, 878, 10749, 18]",361839,0.6,2013-09-28,5.8,4
10532,B-Side,,,,,"[10402, 18, 10749, 35]",350331,0.6,2015-07-21,5.8,2
10533,So This Is Christmas,,,,,"[10749, 18, 35]",227655,0.6,2013-10-01,5.8,4
10534,Mayweather vs. Canelo,,,,,[],220871,0.6,2013-09-15,5.8,2
10535,The Foxy Merkins,,,,,"[35, 12]",213204,0.6,2013-08-09,5.8,4
10536,Miss You Can Do It,,,,,"[99, 10751, 18]",205985,0.6,2013-06-24,5.8,2
10537,A New York Heartbeat,,,,,"[18, 10749]",194967,0.6,2013-07-19,5.8,2
10538,My Brooklyn,,,,,[99],155257,0.6,2013-01-04,5.8,4
10539,Entwinement,,,,,[],413205,0.6,2013-05-01,5.7,3
10540,Undressing Israel: Gay Men in the Promised Land,,,,,[99],259143,0.6,2013-01-13,5.7,3
10541,Shaquille O'Neal All-Star Comedy Jam Live from Atlanta,,,,,[],228649,0.6,2013-06-23,5.7,3
10542,A Radiant Life,,,,,"[35, 18, 36]",203375,0.6,2013-06-25,5.7,3
10543,Mister John,,,,,[],199929,0.6,2013-10-12,5.7,3
10544,Adventure Coral Reef 3D - Under the Sea of Egypt,,,,,[99],190740,0.6,2013-02-25,5.7,3
10545,What Isn't There,,,,,"[18, 10749]",159775,0.6,2013-01-19,5.7,3
10546,Lions,,,,,[18],129115,0.6,2013-03-25,5.7,3
10547,Lunarcy!,,,,,"[99, 35]",128130,0.6,2013-04-03,5.7,3
10548,First Comes Love,,,,,[99],127905,0.6,2013-05-13,5.7,3
10549,BNSF,,,,,[],217370,0.6,2013-03-01,5.6,4
10550,Waking,,,,,[],181756,0.6,2013-04-19,5.6,8
10551,Satellite Boy,,,,,"[12, 18, 10751]",128204,0.6,2013-01-04,5.6,4
10552,Serial Teachers,,,,,[35],182219,0.6,2013-05-05,5.6,790
10553,Spinning Plates,TFA,112000.0,,2013.0,[99],214671,0.6,2013-10-25,5.6,7
10554,Tamara,,,,,"[10402, 16, 18, 10751]",404290,0.6,2013-06-29,5.5,3
10555,White With Red,,,,,[27],386867,0.6,2013-08-19,5.5,2
10556,The Last Buck Hunt,,,,,"[35, 27]",383901,0.6,2013-09-21,5.5,2
10557,The Arm,,,,,"[18, 35]",325766,0.6,2013-01-01,5.5,2
10558,The Shower,,,,,"[27, 35]",316780,0.6,2013-10-06,5.5,2
10559,The Leaf Blower Massacre,,,,,[27],292617,0.6,2013-01-12,5.5,1
10560,Bukowski,,,,,[18],291876,0.6,2013-06-19,5.5,2
10561,Daryl Hall and John Oates - New Orleans Jazz and Heritage Festival,,,,,[10402],277716,0.6,2013-05-05,5.5,1
10562,Move Mountain,,,,,[16],275064,0.6,2013-01-01,5.5,2
10563,Bob's New Suit,,,,,[18],268952,0.6,2011-06-22,5.5,1
10564,Broken Side of Time,,,,,[18],266540,0.6,2013-06-01,5.5,1
10565,Invectum,,,,,[],260799,0.6,2013-12-19,5.5,2
10566,The Girl from Nagasaki,,,,,[],253153,0.6,2013-11-11,5.5,2
10567,Exiles,,,,,"[10749, 18]",244612,0.6,2013-12-19,5.5,2
10568,Life in Text.,,,,,"[14, 18, 10749]",234657,0.6,2013-11-07,5.5,2
10569,Season of Miracles,,,,,"[10770, 10751, 18, 35]",230917,0.6,2013-10-01,5.5,3
10570,Project Arbiter,,,,,"[28, 878]",229809,0.6,2013-07-18,5.5,2
10571,The Miracle,,,,,"[18, 10749]",224491,0.6,2013-10-12,5.5,2
10572,Jim Breuer: And Laughter for All,,,,,[35],222370,0.6,2013-06-07,5.5,2
10573,Hope for Love,,,,,[],220477,0.6,2013-01-01,5.5,1
10574,Laughing to the Bank,,,,,[35],219834,0.6,2013-09-06,5.5,2
10575,Greg Fitzsimmons: Life on Stage,,,,,[35],215023,0.6,2013-08-18,5.5,2
10576,Evolution vs. God,,,,,[99],211947,0.6,2013-08-07,5.5,5
10577,The Investigator,,,,,[18],211100,0.6,2013-09-20,5.5,2
10578,Privacy Setting,,,,,[],210209,0.6,2013-02-23,5.5,2
10579,Forty Years from Yesterday,,,,,[],192580,0.6,2013-06-13,5.5,1
10580,This Is Our Time,,,,,[18],192160,0.6,2013-03-01,5.5,2
10581,Eenie Meenie Miney Moe,,,,,[],170834,0.6,2013-03-07,5.5,2
10582,The Oxbow Cure,,,,,"[18, 27, 878]",161672,0.6,2013-04-12,5.5,3
10583,The Brotherhood of the Traveling Rants,,,,,[99],160218,0.6,2013-01-19,5.5,4
10584,Irish Folk Furniture,,,,,[],159827,0.6,2013-01-16,5.5,2
10585,Open Heart,,,,,[99],137654,0.6,2013-01-15,5.5,2
10586,Greedy Lying Bastards,,,,,[99],91677,0.6,2013-03-08,5.5,1
10587,Mr. Angel,,,,,[99],173473,0.6,2013-03-09,5.4,5
10588,Dose of Reality,,,,,"[18, 9648, 53]",157804,0.6,2013-02-28,5.4,5
10589,Senn,,,,,"[878, 9648, 12]",261157,0.6,2013-02-19,5.3,6
10590,Star Spangled Banners,,,,,"[10770, 35, 18]",256233,0.6,2013-06-29,5.3,3
10591,American Lowrider,,,,,[35],253889,0.6,2013-09-17,5.3,3
10592,Toxic Hot Seat,,,,,[99],248891,0.6,2013-11-25,5.3,3
10593,Choose You,,,,,"[35, 18]",247254,0.6,2013-11-03,5.3,3
10594,Fire City: King of Miseries,,,,,[27],230082,0.6,2013-06-29,5.3,3
10595,Tumbledown,SM,135000.0,,2016.0,"[18, 9648, 10749]",230058,0.6,2013-10-25,5.3,3
10596,Halley,,,,,"[27, 18]",153853,0.6,2013-01-18,5.3,3
10597,An Oversimplification of Her Beauty,,,,,"[16, 35, 18, 10749]",84319,0.6,2013-04-26,5.3,6
10598,To Kill a Sparrow,,,,,"[18, 99]",300867,0.6,2013-12-12,5.3,2
10599,The Journey of Herman Stone,,,,,[18],285239,0.6,2013-06-29,5.3,2
10600,Hug an Atheist,,,,,[99],281990,0.6,2013-09-01,5.3,2
10601,In So Many Words,,,,,[99],264706,0.6,2013-04-07,5.3,2
10602,Storm Soldiers,,,,,[99],259591,0.6,2013-01-01,5.3,2
10603,Shoot the Moon,,,,,[18],259141,0.6,2013-04-27,5.3,2
10604,Torn,,,,,[18],257763,0.6,2013-03-02,5.3,2
10605,The Husband She Met Online,,,,,"[18, 9648, 53]",256735,0.6,2013-10-26,5.3,4
10606,Iron Maiden: The History of Iron Maiden Part 3 (1986-1988),,,,,"[99, 10402]",256391,0.6,2013-03-25,5.3,2
10607,Beyond Glory,,,,,"[28, 18]",254978,0.6,2013-04-13,5.3,2
10608,Midget Zombie Takeover,,,,,"[27, 35]",253098,0.6,2013-02-08,5.3,2
10609,Perspective,,,,,"[53, 28]",248419,0.6,2013-06-13,5.3,2
10610,17 Seconds,,,,,[99],242256,0.6,2013-10-30,5.3,2
10611,Ella,,,,,"[14, 27, 9648]",238544,0.6,2013-10-25,5.3,2
10612,Bellator 105,,,,,[10770],232831,0.6,2013-10-24,5.3,2
10613,Burton Presents: Resort,,,,,[99],231413,0.6,2013-10-25,5.3,2
10614,Frat Brothers,,,,,[18],228726,0.6,2013-10-08,5.3,2
10615,The Sea in Between,,,,,"[99, 10402]",227740,0.6,2013-01-30,5.3,2
10616,Easier Said Than Done,,,,,[99],225238,0.6,2013-10-02,5.3,4
10617,The Eugenist,,,,,[27],204620,0.6,2013-05-09,5.3,4
10618,Creating Freedom: The Lottery of Birth,,,,,[99],202527,0.6,2013-06-21,5.3,2
10619,"Turtle Hill, Brooklyn",,,,,[],190781,0.6,2013-05-03,5.3,4
10620,Lily,,,,,[18],173916,0.6,2013-04-20,5.3,2
10621,The Racket Boys,,,,,"[35, 18]",171756,0.6,2013-01-28,5.3,2
10622,City Baby,,,,,"[18, 35]",171700,0.6,2013-03-02,5.3,2
10623,Knife Fight,,,,,[18],157919,0.6,2013-01-25,5.2,20
10624,Mind of a Rampage Killer,,,,,[99],303124,0.6,2013-02-20,5.2,6
10625,The Lab,,,,,"[99, 36]",287786,0.6,2013-01-01,5.2,3
10626,Kathy Griffin: Record Breaker,,,,,[35],244808,0.6,2013-12-18,5.2,3
10627,Satya 2,,,,,"[80, 18]",242084,0.6,2013-11-01,5.2,3
10628,The Doctor,,,,,[99],200588,0.6,2013-06-09,5.2,3
10629,Refuge,,,,,[53],180095,0.6,2013-03-22,5.2,6
10630,Yema,,,,,[18],129117,0.6,2013-08-28,5.2,3
10631,Haunted,,,,,[27],254732,0.6,2013-03-31,5.1,5
10632,Kids,,,,,[18],254045,0.6,2013-04-10,5.1,5
10633,Provenance,,,,,[99],542960,0.6,2013-01-01,5.0,1
10634,Worst Kind of People,,,,,"[18, 28, 35]",492023,0.6,2013-09-01,5.0,1
10635,2 Days: Gennady Golovkin,,,,,[],490155,0.6,2013-06-08,5.0,1
10636,Las muertes chiquitas,,,,,[99],472360,0.6,2013-10-08,5.0,1
10637,Joal Compass: Back to Me,,,,,[],458882,0.6,2013-01-01,5.0,1
10638,Justin Bieber: The Key,,,,,[14],458805,0.6,2013-05-23,5.0,2
10639,American Autumn,,,,,"[35, 18]",455246,0.6,2013-01-01,5.0,1
10640,No Ordinary Hero: The SuperDeafy Movie,,,,,"[35, 18, 10751]",450517,0.6,2013-10-01,5.0,1
10641,Red Lodge,,,,,"[10749, 35, 18]",443607,0.6,2013-01-06,5.0,1
10642,Midnights with Adam,,,,,[18],432631,0.6,2013-05-08,5.0,1
10643,Our Lady of Lourdes,,,,,[],425517,0.6,2013-12-07,5.0,1
10644,spanners,,,,,"[14, 9648, 878]",424310,0.6,2013-01-01,5.0,1
10645,Fingers Tale,,,,,[16],414885,0.6,2013-07-27,5.0,1
10646,Dual,,,,,[],410019,0.6,2013-09-23,5.0,1
10647,Judge Mathis,,,,,[],409819,0.6,2013-02-28,5.0,1
10648,Fathom,,,,,[27],408373,0.6,2013-01-01,5.0,1
10649,That B.E.A.T.,,,,,[],381551,0.6,2013-01-18,5.0,1
10650,Two Chips,,,,,[16],377982,0.6,2013-10-07,5.0,1
10651,Hybrids,,,,,[878],374602,0.6,2013-06-07,5.0,2
10652,Insight,,,,,"[53, 18, 878]",367166,0.6,2013-01-15,5.0,1
10653,"12 Years of DFA: Too Old To Be New, Too New To Be Classic",,,,,"[10402, 99]",357920,0.6,2013-05-06,5.0,1
10654,Call Back,,,,,"[53, 878]",348492,0.6,2013-10-01,5.0,1
10655,The Misbehaviour of Polly Paper Cut,,,,,"[80, 35]",343759,0.6,2013-06-22,5.0,1
10656,In Their Room: London,,,,,[99],338276,0.6,2013-06-23,5.0,1
10657,Travel Plans,,,,,[],331163,0.6,2013-03-17,5.0,1
10658,Crab,,,,,[16],329171,0.6,2013-04-21,5.0,1
10659,The Fourth Partition,,,,,[],328330,0.6,2013-11-08,5.0,1
10660,Out of Reach,,,,,[18],318868,0.6,2013-07-01,5.0,1
10661,Deceitful,,,,,"[53, 18]",316215,0.6,2013-06-06,5.0,1
10662,Meryem,,,,,[],307550,0.6,2013-09-20,5.0,1
10663,Pizza Shop,,,,,[],304583,0.6,2013-06-06,5.0,1
10664,Walk On,,,,,[],296837,0.6,2013-01-01,5.0,1
